Product_ID,Category,Brand,Season,Price,Stock,Rating,Discount
CAT0421,Jacket,FabIndia,Monsoon,66473,195,1.3,80.0
CAT0422,Shirt,H&M,Monsoon,39140,79,3.8,80.0
CAT0423,Shirt,Biba,Summer,10023,471,3.3,80.0
CAT0424,Jacket,Nike,Winter,82692,159,2.6,80.0
CAT0425,T-Shirt,Adidas,Winter,85911,255,2.5,80.0
CAT0426,Kurta,Zara,Summer,36594,271,1.9,80.0
CAT0427,Shirt,Zara,Festive,35490,35,3.7,80.0
CAT0428,Jacket,H&M,Winter,105369,432,4.9,80.0
CAT0429,Jacket,FabIndia,Monsoon,5183,149,1.7,80.0
CAT0430,Jeans,Biba,Festive,73474,108,3.4,80.0
CAT0431,Kurta,FabIndia,Festive,15839,407,2.7,80.0
CAT0432,Dress,Levis,Winter,109906,287,2.8,80.0
CAT0433,T-Shirt,Levis,Festive,87284,60,2.0,80.0
CAT0434,Dress,Nike,Festive,103166,160,4.3,80.0
CAT0435,Kurta,H&M,Winter,95389,441,2.9,80.0
CAT0436,Kurta,H&M,Winter,216,464,3.2,36.96
CAT0437,Kurta,H&M,Festive,114309,113,2.2,80.0
CAT0438,Dress,Nike,Monsoon,45396,443,1.7,80.0
CAT0439,Kurta,Levis,Summer,7683,98,1.3,80.0
CAT0440,Jacket,FabIndia,Festive,80789,150,3.9,80.0
CAT0441,Dress,Nike,Festive,70302,222,1.8,80.0
CAT0442,Kurta,Nike,Monsoon,111731,242,3.8,80.0
CAT0443,Jacket,FabIndia,Festive,115978,403,2.6,80.0
CAT0444,Jeans,H&M,Festive,59808,192,2.7,80.0
CAT0445,Kurta,Biba,Summer,38648,260,2.9,80.0
CAT0446,Dress,FabIndia,Summer,109178,18,2.5,80.0
CAT0447,Shirt,Levis,Summer,11922,88,1.4,80.0
CAT0448,Kurta,Zara,Winter,89535,61,2.2,80.0
CAT0449,Shirt,Zara,Winter,49186,395,3.7,80.0
CAT0450,Jacket,Adidas,Summer,58681,418,3.7,80.0
CAT0451,Jeans,Adidas,Summer,119309,278,2.1,80.0
CAT0452,T-Shirt,Nike,Winter,13090,235,2.8,80.0
CAT0453,Jeans,Zara,Monsoon,118177,60,1.8,80.0
CAT0454,Kurta,Biba,Festive,17082,195,1.8,80.0
CAT0455,Shirt,H&M,Festive,95455,43,1.1,80.0
CAT0456,Shirt,Levis,Summer,56977,300,4.6,80.0
CAT0457,Dress,Adidas,Monsoon,61581,239,1.8,80.0
CAT0458,Shirt,Biba,Winter,24798,140,1.9,80.0
CAT0459,Dress,Levis,Summer,113097,499,2.1,80.0
CAT0460,Jacket,Levis,Monsoon,33116,129,1.5,80.0
CAT0461,T-Shirt,H&M,Monsoon,27927,452,3.6,80.0
CAT0462,Kurta,Nike,Monsoon,32717,335,1.3,80.0
CAT0463,Dress,Zara,Winter,115409,256,1.5,80.0
CAT0464,T-Shirt,H&M,Winter,17324,441,3.6,80.0
CAT0465,Shirt,Biba,Festive,42748,201,2.4,80.0
CAT0466,Shirt,Nike,Festive,59349,412,3.8,80.0
CAT0467,T-Shirt,Biba,Monsoon,13948,332,3.2,80.0
CAT0468,Shirt,Nike,Monsoon,65514,219,2.0,80.0
CAT0469,Jacket,Adidas,Winter,17708,112,3.6,80.0
CAT0470,Jacket,Biba,Festive,61234,338,1.5,80.0
CAT0471,T-Shirt,H&M,Monsoon,44387,381,3.1,80.0
CAT0472,Dress,Nike,Festive,65647,469,2.7,80.0
CAT0473,Dress,Nike,Festive,328,142,2.1,70.38
CAT0474,T-Shirt,Levis,Monsoon,117082,332,3.4,80.0
CAT0475,Dress,Levis,Winter,86156,148,4.5,80.0
CAT0476,Dress,FabIndia,Monsoon,17268,130,5.0,80.0
CAT0477,Jacket,Biba,Monsoon,22766,103,3.4,80.0
CAT0478,Dress,Levis,Festive,948,461,2.6,80.0
CAT0479,Jeans,FabIndia,Monsoon,7751,462,1.9,80.0
CAT0480,Kurta,Adidas,Winter,25513,138,2.0,80.0
CAT0481,Shirt,Adidas,Monsoon,2945,100,2.9,80.0
CAT0482,Jeans,Levis,Winter,97612,101,2.5,80.0
CAT0483,Dress,Biba,Winter,45414,72,4.7,80.0
CAT0484,Jacket,Nike,Festive,103042,38,2.5,80.0
CAT0485,T-Shirt,Zara,Summer,72983,219,2.5,80.0
CAT0486,Dress,Biba,Summer,3234,21,2.5,80.0
CAT0487,Jacket,H&M,Festive,96015,342,4.3,80.0
CAT0488,Kurta,Adidas,Monsoon,76796,306,3.6,80.0
CAT0489,Dress,Levis,Festive,881,139,3.5,80.0
CAT0490,T-Shirt,Levis,Winter,1279,302,2.3,80.0
CAT0491,Jacket,Nike,Summer,28172,182,4.3,80.0
CAT0492,Jacket,H&M,Festive,1755,217,1.2,80.0
CAT0493,Jacket,Nike,Monsoon,77656,441,4.5,80.0
CAT0494,Kurta,H&M,Festive,109391,33,3.1,80.0
CAT0495,Dress,Zara,Summer,44280,108,2.6,80.0
CAT0496,Kurta,Adidas,Festive,29415,415,3.0,80.0
CAT0497,Shirt,Levis,Festive,32480,365,3.7,80.0
CAT0498,Shirt,Levis,Summer,68619,148,1.1,80.0
CAT0499,Dress,Zara,Winter,15337,323,4.5,80.0
CAT0500,Kurta,FabIndia,Winter,25941,183,2.8,80.0
CAT0501,T-Shirt,Adidas,Summer,90586,38,2.4,80.0
CAT0502,Jacket,Nike,Festive,70760,428,1.6,80.0
CAT0503,Jacket,Zara,Summer,112491,152,2.8,80.0
CAT0504,Dress,Nike,Winter,92112,325,3.0,80.0
CAT0505,Shirt,Biba,Monsoon,40017,360,2.6,80.0
CAT0506,Shirt,Levis,Festive,116328,51,3.7,80.0
CAT0507,Jacket,Nike,Winter,1043,498,2.7,80.0
CAT0508,Dress,H&M,Festive,99844,308,4.8,80.0
CAT0509,Kurta,Nike,Summer,19923,217,3.4,80.0
CAT0510,Shirt,Biba,Monsoon,4389,339,4.2,80.0
CAT0511,Kurta,Adidas,Summer,21013,442,1.4,80.0
CAT0512,Shirt,Levis,Monsoon,51565,201,2.6,80.0
CAT0513,Shirt,Zara,Festive,69118,169,2.3,80.0
CAT0514,Jeans,Biba,Festive,100825,73,3.3,80.0
CAT0515,Shirt,Levis,Summer,60580,252,4.4,80.0
CAT0516,T-Shirt,Nike,Monsoon,119150,267,1.3,80.0
CAT0517,Dress,Adidas,Monsoon,1665,161,1.3,80.0
CAT0518,Dress,FabIndia,Festive,97356,224,4.4,80.0
CAT0519,Kurta,Adidas,Summer,114360,331,1.9,80.0
CAT0520,Shirt,FabIndia,Monsoon,104780,175,3.7,80.0
CAT0521,T-Shirt,H&M,Festive,14755,40,3.2,80.0
CAT0522,Kurta,Adidas,Winter,56390,380,4.3,80.0
CAT0523,Jeans,Levis,Summer,5736,241,1.5,80.0
CAT0524,Kurta,FabIndia,Winter,101371,291,1.5,80.0
CAT0525,Kurta,Zara,Summer,114355,38,3.2,80.0
CAT0526,Shirt,Levis,Festive,31336,204,4.8,80.0
CAT0527,Jeans,Zara,Monsoon,27078,343,2.7,80.0
CAT0528,Kurta,Adidas,Monsoon,98414,265,2.3,80.0
CAT0529,T-Shirt,Zara,Monsoon,83237,290,3.4,80.0
CAT0530,T-Shirt,FabIndia,Summer,87179,313,4.7,80.0
CAT0531,Dress,Levis,Festive,20861,330,4.3,80.0
CAT0532,Jeans,Nike,Winter,55112,446,5.0,80.0
CAT0533,Jeans,Biba,Festive,20189,332,1.1,80.0
CAT0534,Dress,FabIndia,Winter,36711,355,1.5,80.0
CAT0535,Kurta,FabIndia,Summer,75633,411,3.4,80.0
CAT0536,Jeans,Nike,Summer,98021,402,4.3,80.0
CAT0537,T-Shirt,Levis,Winter,81545,303,2.1,80.0
CAT0538,T-Shirt,Levis,Winter,88808,96,2.0,80.0
CAT0539,Shirt,Adidas,Winter,1727,158,4.1,80.0
CAT0540,Jeans,Zara,Festive,107942,258,1.2,80.0
CAT0541,Kurta,Adidas,Winter,28500,330,2.5,80.0
CAT0542,Dress,Nike,Summer,117058,414,3.0,80.0
CAT0543,Dress,Adidas,Summer,107618,292,3.2,80.0
CAT0544,Kurta,Nike,Monsoon,33948,371,3.9,80.0
CAT0545,Jacket,Levis,Winter,97584,388,2.4,80.0
CAT0546,Shirt,Zara,Festive,81567,207,3.5,80.0
CAT0547,Dress,Adidas,Festive,10935,53,3.3,80.0
CAT0548,Jeans,FabIndia,Festive,72377,365,3.2,80.0
CAT0549,Shirt,H&M,Monsoon,118830,37,3.6,80.0
CAT0550,Jeans,Biba,Summer,62107,438,2.0,80.0
CAT0551,T-Shirt,FabIndia,Festive,65581,26,1.3,80.0
CAT0552,Shirt,Levis,Summer,17447,136,1.5,80.0
CAT0553,Dress,Biba,Monsoon,72044,388,1.9,80.0
CAT0554,Shirt,H&M,Winter,117019,177,3.0,80.0
CAT0555,Shirt,H&M,Winter,63922,253,4.4,80.0
CAT0556,Shirt,Zara,Winter,19731,396,3.8,80.0
CAT0557,Jacket,Biba,Festive,55342,85,4.2,80.0
CAT0558,Shirt,Zara,Winter,1612,240,2.4,80.0
CAT0559,Jeans,FabIndia,Festive,64323,213,2.6,80.0
CAT0560,T-Shirt,Nike,Monsoon,15661,459,2.6,80.0
CAT0561,Kurta,Nike,Monsoon,76256,257,1.8,80.0
CAT0562,Shirt,Nike,Festive,48815,311,1.2,80.0
CAT0563,Dress,Biba,Summer,44564,223,3.4,80.0
CAT0564,Shirt,Nike,Winter,81160,224,5.0,80.0
CAT0565,Dress,FabIndia,Winter,72723,167,1.7,80.0
CAT0566,Jeans,Zara,Winter,93815,78,1.2,80.0
CAT0567,Dress,Biba,Festive,107953,402,4.1,80.0
CAT0568,Kurta,Zara,Monsoon,119832,94,2.0,80.0
CAT0569,T-Shirt,Biba,Winter,13536,276,4.3,80.0
CAT0570,Dress,Zara,Monsoon,54610,78,3.8,80.0
CAT0571,Dress,H&M,Winter,6371,108,4.8,80.0
CAT0572,T-Shirt,Zara,Winter,23624,356,2.6,80.0
CAT0573,Kurta,Nike,Festive,106223,459,3.6,80.0
CAT0574,Shirt,H&M,Summer,115525,225,2.9,80.0
CAT0575,Dress,Zara,Festive,112810,424,3.5,80.0
CAT0576,T-Shirt,Biba,Winter,21195,170,2.8,80.0
CAT0577,Jeans,Biba,Winter,91469,432,1.8,80.0
CAT0578,T-Shirt,Biba,Summer,116732,103,3.0,80.0
CAT0579,Jeans,Levis,Monsoon,105843,183,3.1,80.0
CAT0580,Kurta,FabIndia,Monsoon,5072,174,4.2,80.0
CAT0581,Shirt,Biba,Winter,112093,124,3.9,80.0
CAT0582,T-Shirt,H&M,Monsoon,22856,229,3.7,80.0
CAT0583,Jacket,Biba,Winter,42921,453,1.5,80.0
CAT0584,Dress,Levis,Summer,52485,40,3.9,80.0
CAT0585,Kurta,Nike,Summer,98165,20,3.0,80.0
CAT0586,T-Shirt,H&M,Winter,53099,352,4.6,80.0
CAT0587,Dress,Levis,Summer,70864,386,4.7,80.0
CAT0588,T-Shirt,Nike,Festive,95708,139,1.2,80.0
CAT0589,Jeans,Adidas,Festive,15390,497,4.3,80.0
CAT0590,T-Shirt,Adidas,Summer,91906,114,1.2,80.0
CAT0591,Jacket,H&M,Winter,102422,36,2.5,80.0
CAT0592,T-Shirt,Zara,Winter,2866,236,3.2,80.0
CAT0593,T-Shirt,FabIndia,Summer,16724,11,1.6,80.0
CAT0594,Jacket,FabIndia,Monsoon,111965,368,4.0,80.0
CAT0595,Kurta,Levis,Festive,83405,110,1.0,80.0
CAT0596,T-Shirt,Nike,Monsoon,73867,30,1.7,80.0
CAT0597,Jacket,FabIndia,Winter,111449,67,3.3,80.0
CAT0598,Dress,Nike,Winter,44216,398,3.9,80.0
CAT0599,Jeans,Nike,Monsoon,115216,189,4.7,80.0
CAT0600,Jeans,Levis,Summer,61976,438,3.8,80.0
CAT0601,T-Shirt,Levis,Monsoon,20363,350,3.7,80.0
CAT0602,Kurta,Levis,Monsoon,72066,358,2.6,80.0
CAT0603,Kurta,FabIndia,Festive,66301,29,1.0,80.0
CAT0604,Dress,Adidas,Festive,117168,264,1.5,80.0
CAT0605,T-Shirt,Levis,Monsoon,51056,326,3.1,80.0
CAT0606,Jeans,FabIndia,Monsoon,613,47,3.7,80.0
CAT0607,Kurta,Levis,Winter,32123,157,2.7,80.0
CAT0608,T-Shirt,Biba,Festive,74844,34,3.9,80.0
CAT0609,Kurta,Nike,Festive,20801,395,3.1,80.0
CAT0610,Jacket,Levis,Winter,68844,130,1.3,80.0
CAT0611,Kurta,H&M,Summer,20158,425,1.8,80.0
CAT0612,Jeans,Nike,Festive,111888,35,4.4,80.0
CAT0613,Shirt,Nike,Festive,70624,463,3.9,80.0
CAT0614,Dress,Levis,Summer,38335,178,4.6,80.0
CAT0615,Dress,Adidas,Festive,88074,332,1.5,80.0
CAT0616,Jeans,Zara,Festive,74567,234,5.0,80.0
CAT0617,Kurta,Adidas,Summer,71289,10,1.8,80.0
CAT0618,T-Shirt,Levis,Summer,35130,316,1.0,80.0
CAT0619,Kurta,Nike,Monsoon,22654,270,5.0,80.0
CAT0620,Jeans,H&M,Winter,55120,22,2.1,80.0
CAT0621,Dress,Nike,Winter,16916,412,3.7,80.0
CAT0622,Kurta,Adidas,Summer,117094,405,1.7,80.0
CAT0623,Dress,H&M,Summer,94072,57,3.3,80.0
CAT0624,T-Shirt,FabIndia,Festive,11845,418,4.6,80.0
CAT0625,Dress,Biba,Monsoon,17946,322,2.3,80.0
CAT0626,Dress,Nike,Monsoon,42693,380,3.7,80.0
CAT0627,Shirt,Levis,Summer,14709,300,1.8,80.0
CAT0628,Shirt,FabIndia,Festive,104600,341,3.5,80.0
CAT0629,Jacket,Biba,Festive,33289,103,2.3,80.0
CAT0630,Shirt,Levis,Winter,104019,270,1.8,80.0
CAT0631,Dress,Zara,Winter,8952,491,2.3,80.0
CAT0632,Jeans,Levis,Festive,73993,287,1.7,80.0
CAT0633,Dress,H&M,Winter,40355,368,4.6,80.0
CAT0634,Jeans,H&M,Summer,98900,214,2.6,80.0
CAT0635,Jeans,Zara,Festive,34309,194,2.0,80.0
CAT0636,Shirt,FabIndia,Winter,11666,184,2.8,80.0
CAT0637,Kurta,Biba,Monsoon,50642,447,2.3,80.0
CAT0638,T-Shirt,Levis,Festive,29236,396,4.0,80.0
CAT0639,Shirt,H&M,Festive,113908,389,4.9,80.0
CAT0640,Shirt,FabIndia,Monsoon,30630,318,2.8,80.0
CAT0641,Kurta,Zara,Summer,52241,477,4.4,80.0
CAT0642,T-Shirt,Adidas,Monsoon,110345,424,3.3,80.0
CAT0643,Dress,Nike,Festive,47916,78,1.6,80.0
CAT0644,Jacket,Adidas,Summer,38887,481,3.8,80.0
CAT0645,Jacket,Adidas,Winter,9415,113,3.1,80.0
CAT0646,Dress,H&M,Winter,114315,255,3.6,80.0
CAT0647,Shirt,Zara,Winter,119651,170,4.6,80.0
CAT0648,T-Shirt,Levis,Festive,118407,209,2.8,80.0
CAT0649,Shirt,Adidas,Monsoon,71140,225,4.6,80.0
CAT0650,Jeans,Adidas,Summer,101604,443,4.0,80.0
CAT0651,Shirt,Biba,Winter,91867,221,3.0,80.0
CAT0652,Shirt,H&M,Summer,15536,25,3.4,80.0
CAT0653,Dress,H&M,Festive,104868,381,2.3,80.0
CAT0654,Dress,Levis,Winter,37575,341,4.9,80.0
CAT0655,Dress,Nike,Festive,43404,214,3.7,80.0
CAT0656,Jacket,FabIndia,Monsoon,90013,374,1.2,80.0
CAT0657,Jeans,Biba,Festive,118500,499,2.3,80.0
CAT0658,Dress,H&M,Festive,53784,48,3.5,80.0
CAT0659,T-Shirt,Biba,Monsoon,86867,98,1.2,80.0
CAT0660,Jacket,H&M,Summer,47812,439,1.1,80.0
CAT0661,Kurta,Biba,Monsoon,87138,265,2.8,80.0
CAT0662,T-Shirt,Zara,Monsoon,103934,489,2.3,80.0
CAT0663,T-Shirt,Adidas,Festive,106487,263,2.8,80.0
CAT0664,Dress,H&M,Summer,99437,225,2.1,80.0
CAT0665,Kurta,Biba,Winter,87677,377,1.7,80.0
CAT0666,Kurta,FabIndia,Monsoon,106997,312,3.8,80.0
CAT0667,Jacket,Zara,Summer,75602,181,3.1,80.0
CAT0668,Kurta,Zara,Monsoon,10293,146,1.8,80.0
CAT0669,Jeans,FabIndia,Monsoon,91541,497,2.3,80.0
CAT0670,Dress,Biba,Monsoon,15731,480,3.4,80.0
CAT0671,Kurta,Levis,Monsoon,67593,393,1.3,80.0
CAT0672,Jacket,FabIndia,Festive,29574,187,1.6,80.0
CAT0673,Jeans,Biba,Summer,88994,86,1.3,80.0
CAT0674,Shirt,FabIndia,Summer,42134,197,4.2,80.0
CAT0675,Shirt,FabIndia,Summer,41655,489,4.0,80.0
CAT0676,Jeans,H&M,Monsoon,112211,24,4.0,80.0
CAT0677,Jacket,Biba,Festive,102628,301,3.9,80.0
CAT0678,Jeans,Levis,Monsoon,62849,328,3.7,80.0
CAT0679,Dress,Adidas,Monsoon,27107,334,2.9,80.0
CAT0680,Dress,H&M,Summer,25614,223,3.6,80.0
CAT0681,Shirt,FabIndia,Monsoon,114162,217,1.2,80.0
CAT0682,Kurta,Adidas,Winter,23799,178,3.5,80.0
CAT0683,Jacket,Nike,Monsoon,42215,339,4.1,80.0
CAT0684,Shirt,Adidas,Winter,92811,289,3.0,80.0
CAT0685,Kurta,FabIndia,Monsoon,34908,475,2.4,80.0
CAT0686,Kurta,FabIndia,Festive,5746,314,2.1,80.0
CAT0687,Dress,Biba,Festive,16524,155,3.6,80.0
CAT0688,T-Shirt,Biba,Summer,118836,272,3.8,80.0
CAT0689,T-Shirt,H&M,Monsoon,3925,13,4.5,80.0
CAT0690,Jeans,Levis,Winter,27538,99,2.4,80.0
CAT0691,Dress,H&M,Winter,21179,462,4.1,80.0
CAT0692,Kurta,Zara,Monsoon,84131,69,3.2,80.0
CAT0693,Jacket,FabIndia,Winter,53789,320,4.5,80.0
CAT0694,T-Shirt,Adidas,Festive,114160,25,3.1,80.0
CAT0695,Kurta,Nike,Winter,14795,236,3.1,80.0
CAT0696,T-Shirt,FabIndia,Summer,31255,483,3.3,80.0
CAT0697,T-Shirt,FabIndia,Festive,13818,475,4.0,80.0
CAT0698,T-Shirt,H&M,Festive,16110,38,4.9,80.0
CAT0699,Jacket,Nike,Festive,11507,160,1.3,80.0
CAT0700,Dress,Nike,Monsoon,64754,254,1.2,80.0
CAT0701,Jacket,Nike,Monsoon,102889,279,4.8,80.0
CAT0702,Shirt,H&M,Festive,51946,88,3.1,80.0
CAT0703,Kurta,FabIndia,Monsoon,15954,442,3.5,80.0
CAT0704,Dress,H&M,Winter,115883,298,2.9,80.0
CAT0705,Dress,Biba,Monsoon,14776,162,1.4,80.0
CAT0706,Dress,Biba,Monsoon,28282,286,4.1,80.0
CAT0707,Dress,H&M,Festive,8101,410,4.0,80.0
CAT0708,Jacket,Nike,Summer,6599,288,2.2,80.0
CAT0709,Dress,FabIndia,Summer,19215,66,2.2,80.0
CAT0710,Jeans,H&M,Summer,101653,474,4.4,80.0
CAT0711,Kurta,H&M,Winter,105222,195,1.3,80.0
CAT0712,Dress,H&M,Monsoon,9280,407,4.5,80.0
CAT0713,Kurta,Zara,Summer,89510,102,2.0,80.0
CAT0714,Jeans,Biba,Festive,62437,285,3.4,80.0
CAT0715,Jeans,Adidas,Summer,107087,167,4.7,80.0
CAT0716,Kurta,Nike,Summer,51852,284,3.7,80.0
CAT0717,T-Shirt,Levis,Monsoon,37143,190,2.7,80.0
CAT0718,Shirt,Adidas,Monsoon,32025,368,3.8,80.0
CAT0719,T-Shirt,Nike,Monsoon,115434,449,2.4,80.0
CAT0720,T-Shirt,Levis,Winter,6204,86,2.1,80.0
CAT0721,Jacket,Zara,Winter,99959,475,5.0,80.0
CAT0722,T-Shirt,H&M,Summer,107507,160,4.0,80.0
CAT0723,Dress,Zara,Monsoon,48667,455,3.6,80.0
CAT0724,Jacket,Zara,Summer,76518,247,2.4,80.0
CAT0725,Jacket,Adidas,Festive,29820,298,1.2,80.0
CAT0726,Jeans,FabIndia,Festive,49262,240,1.1,80.0
CAT0727,T-Shirt,Adidas,Monsoon,88538,497,3.2,80.0
CAT0728,Jeans,Biba,Monsoon,89306,27,4.0,80.0
CAT0729,Kurta,Levis,Festive,28457,82,3.1,80.0
CAT0730,Shirt,H&M,Monsoon,113237,426,4.4,80.0
CAT0731,Jacket,Adidas,Winter,67237,425,1.1,80.0
CAT0732,Kurta,Levis,Winter,48072,198,2.5,80.0
CAT0733,Kurta,Nike,Monsoon,63230,447,1.9,80.0
CAT0734,Dress,Levis,Festive,93498,26,2.8,80.0
CAT0735,Shirt,Nike,Summer,79485,28,1.3,80.0
CAT0736,Kurta,Adidas,Monsoon,26462,228,4.8,80.0
CAT0737,Kurta,Biba,Monsoon,105306,335,1.9,80.0
CAT0738,Shirt,Adidas,Summer,67135,492,4.7,80.0
CAT0739,Shirt,Nike,Monsoon,57758,129,2.7,80.0
CAT0740,Kurta,Levis,Summer,90112,110,4.9,80.0
CAT0741,Shirt,Levis,Festive,101113,43,3.2,80.0
CAT0742,Kurta,Nike,Winter,40427,93,4.7,80.0
CAT0743,Kurta,Zara,Festive,31701,418,1.0,80.0
CAT0744,Dress,Biba,Winter,89963,205,4.0,80.0
CAT0745,T-Shirt,FabIndia,Summer,56747,339,4.6,80.0
CAT0746,Kurta,H&M,Winter,101175,211,1.6,80.0
CAT0747,Jeans,Levis,Festive,45362,353,1.4,80.0
CAT0748,Jacket,H&M,Winter,9787,350,2.7,80.0
CAT0749,T-Shirt,FabIndia,Summer,43408,20,4.7,80.0
CAT0750,T-Shirt,Adidas,Winter,35843,356,3.2,80.0
CAT0751,T-Shirt,H&M,Monsoon,9974,409,3.1,80.0
CAT0752,Dress,FabIndia,Festive,27100,227,1.6,80.0
CAT0753,Kurta,Nike,Monsoon,23638,454,1.0,80.0
CAT0754,Dress,Zara,Summer,104694,262,4.2,80.0
CAT0755,Kurta,Levis,Winter,115350,231,1.4,80.0
CAT0756,Dress,FabIndia,Monsoon,365,392,3.5,68.47
CAT0757,Dress,H&M,Monsoon,105753,378,4.7,80.0
CAT0758,Jacket,Levis,Winter,11673,89,1.8,80.0
CAT0759,Jeans,Zara,Winter,76050,16,3.7,80.0
CAT0760,Dress,Nike,Festive,68839,281,1.3,80.0
CAT0761,Jacket,Adidas,Monsoon,23984,236,3.4,80.0
CAT0762,Shirt,Levis,Monsoon,34624,25,1.7,80.0
CAT0763,Jeans,Adidas,Summer,43216,433,3.9,80.0
CAT0764,Dress,FabIndia,Festive,100021,21,2.2,80.0
CAT0765,T-Shirt,Zara,Summer,10550,300,2.9,80.0
CAT0766,Shirt,H&M,Monsoon,10495,250,3.4,80.0
CAT0767,Shirt,Zara,Summer,34046,30,1.7,80.0
CAT0768,Jacket,Zara,Monsoon,85580,187,4.0,80.0
CAT0769,Shirt,Biba,Monsoon,29049,436,2.2,80.0
CAT0770,Jeans,Zara,Summer,106321,237,3.6,80.0
CAT0771,Dress,Zara,Summer,28379,282,1.6,80.0
CAT0772,Dress,Levis,Winter,117203,297,3.8,80.0
CAT0773,T-Shirt,H&M,Winter,5733,306,1.5,80.0
CAT0774,Jacket,Levis,Winter,5047,143,2.7,80.0
CAT0775,T-Shirt,Levis,Monsoon,71687,481,2.0,80.0
CAT0776,Shirt,FabIndia,Summer,109567,292,4.0,80.0
CAT0777,T-Shirt,Levis,Festive,4717,413,2.0,80.0
CAT0778,Jeans,Biba,Monsoon,74957,162,4.5,80.0
CAT0779,Dress,Biba,Festive,112802,75,4.6,80.0
CAT0780,Shirt,Adidas,Summer,77389,146,1.8,80.0
CAT0781,T-Shirt,FabIndia,Monsoon,13479,101,3.5,80.0
CAT0782,Jacket,Adidas,Festive,101195,446,1.4,80.0
CAT0783,Jeans,Adidas,Festive,117858,326,2.6,80.0
CAT0784,Jeans,Nike,Winter,71942,431,3.9,80.0
CAT0785,T-Shirt,H&M,Winter,378,268,3.6,45.99
CAT0786,Dress,H&M,Winter,90432,477,3.5,80.0
CAT0787,T-Shirt,Levis,Monsoon,82364,463,2.1,80.0
CAT0788,Shirt,Levis,Summer,37202,112,2.5,80.0
CAT0789,T-Shirt,Nike,Summer,57919,490,1.4,80.0
CAT0790,Jeans,Levis,Winter,46182,64,3.9,80.0
CAT0791,T-Shirt,H&M,Winter,111844,266,3.0,80.0
CAT0792,Dress,Adidas,Winter,88871,110,3.8,80.0
CAT0793,Jacket,Zara,Festive,33836,207,2.0,80.0
CAT0794,Kurta,Biba,Winter,77131,310,2.3,80.0
CAT0795,T-Shirt,Zara,Festive,98952,235,2.3,80.0
CAT0796,Dress,Zara,Summer,63411,440,1.1,80.0
CAT0797,Dress,H&M,Monsoon,2959,472,2.4,80.0
CAT0798,Jacket,Zara,Monsoon,103415,246,4.2,80.0
CAT0799,Jeans,Nike,Monsoon,41935,35,4.6,80.0
CAT0800,Dress,FabIndia,Monsoon,36697,130,3.1,80.0
CAT0801,Dress,Levis,Festive,42968,407,2.8,80.0
CAT0802,Dress,FabIndia,Festive,100572,191,1.1,80.0
CAT0803,Dress,Adidas,Winter,72077,208,4.5,80.0
CAT0804,Shirt,Biba,Festive,65831,311,1.1,80.0
CAT0805,Shirt,Levis,Winter,79615,264,4.8,80.0
CAT0806,Jeans,Zara,Winter,90012,131,3.0,80.0
CAT0807,T-Shirt,Biba,Monsoon,95677,40,2.4,80.0
CAT0808,Dress,Levis,Festive,113371,481,4.7,80.0
CAT0809,Jacket,Nike,Festive,37483,324,1.1,80.0
CAT0810,T-Shirt,Nike,Winter,16726,488,3.3,80.0
CAT0811,Jacket,Nike,Winter,39555,294,3.2,80.0
CAT0812,T-Shirt,Nike,Summer,94150,115,1.9,80.0
CAT0813,Jeans,Zara,Summer,73929,233,2.7,80.0
CAT0814,Dress,FabIndia,Winter,31751,282,3.6,80.0
CAT0815,Dress,Levis,Summer,68096,407,3.9,80.0
CAT0816,Kurta,Zara,Summer,67506,241,1.0,80.0
CAT0817,Jacket,Nike,Winter,52266,429,4.7,80.0
CAT0818,T-Shirt,Adidas,Winter,100975,265,1.7,80.0
CAT0819,T-Shirt,FabIndia,Festive,117406,451,1.9,80.0
CAT0820,Shirt,Adidas,Winter,104336,33,2.1,80.0
CAT0821,Kurta,Biba,Winter,63044,118,1.2,80.0
CAT0822,Shirt,Adidas,Monsoon,34785,200,1.5,80.0
CAT0823,Shirt,Biba,Festive,7615,356,4.9,80.0
CAT0824,Shirt,Biba,Festive,56904,34,2.3,80.0
CAT0825,Jacket,Nike,Festive,98125,196,1.5,80.0
CAT0826,Jacket,Biba,Monsoon,93000,297,1.4,80.0
CAT0827,Jeans,H&M,Winter,109915,125,3.9,80.0
CAT0828,Jeans,Levis,Festive,85269,347,4.4,80.0
CAT0829,Shirt,Levis,Festive,92841,375,2.0,80.0
CAT0830,Kurta,Nike,Summer,39021,411,1.1,80.0
CAT0831,T-Shirt,H&M,Festive,63024,46,1.9,80.0
CAT0832,Jacket,Adidas,Winter,77883,291,1.2,80.0
CAT0833,Kurta,Zara,Winter,29661,146,1.4,80.0
CAT0834,Dress,Adidas,Summer,81110,236,2.7,80.0
CAT0835,Jacket,Zara,Festive,48971,329,1.9,80.0
CAT0836,Jacket,Biba,Festive,65926,337,3.1,80.0
CAT0837,Jeans,FabIndia,Festive,118278,413,2.0,80.0
CAT0838,T-Shirt,Zara,Monsoon,70317,191,4.8,80.0
CAT0839,T-Shirt,FabIndia,Festive,75285,371,4.6,80.0
CAT0840,Dress,Levis,Winter,44612,95,3.3,80.0
CAT0841,Dress,FabIndia,Winter,61532,476,2.4,80.0
CAT0842,Jacket,Levis,Monsoon,90344,423,2.5,80.0
